1/21,joanzkow,https://www.ptt.cc/bbs/Gossiping/M.1611200455.A.310.html
1/21,toto3527,https://www.ptt.cc/bbs/Gossiping/M.1611200380.A.EE9.html
1/21,barber,https://www.ptt.cc/bbs/Gossiping/M.1611200366.A.DA2.html
1/21,s505015,https://www.ptt.cc/bbs/Gossiping/M.1611200308.A.BFB.html
1/21,sasaki3630,https://www.ptt.cc/bbs/Gossiping/M.1611200210.A.B47.html
1/21,RRADA,https://www.ptt.cc/bbs/Gossiping/M.1611200205.A.ED5.html
1/21,ioupoiu,https://www.ptt.cc/bbs/Gossiping/M.1611200116.A.D6E.html
1/21,laverne1,https://www.ptt.cc/bbs/Gossiping/M.1611200093.A.8FD.html
1/21,winnabe,https://www.ptt.cc/bbs/Gossiping/M.1611200063.A.B40.html
1/21,erik8866,https://www.ptt.cc/bbs/Gossiping/M.1611200056.A.16D.html
1/21,-,https://www.ptt.cc/bbs/Gossiping/M.1611200036.A.6DC.html
1/21,gerychen,https://www.ptt.cc/bbs/Gossiping/M.1611199936.A.E54.html
1/21,takuminauki,https://www.ptt.cc/bbs/Gossiping/M.1611199913.A.F71.html
1/21,DsLove710,https://www.ptt.cc/bbs/Gossiping/M.1611199888.A.E2C.html
1/21,ray90910,https://www.ptt.cc/bbs/Gossiping/M.1611199871.A.DD3.html
1/21,kina9532,https://www.ptt.cc/bbs/Gossiping/M.1611199862.A.228.html
1/21,bebehome,https://www.ptt.cc/bbs/Gossiping/M.1611199860.A.CFB.html
1/21,hushiang,https://www.ptt.cc/bbs/Gossiping/M.1611199812.A.686.html
1/21,horseface,https://www.ptt.cc/bbs/Gossiping/M.1611199809.A.7EF.html
1/21,tengerinedog,https://www.ptt.cc/bbs/Gossiping/M.1611199718.A.508.html
1/21,funasake,https://www.ptt.cc/bbs/Gossiping/M.1611199665.A.F0C.html
1/21,Townshend,https://www.ptt.cc/bbs/Gossiping/M.1611199499.A.D00.html
1/21,fatslave,https://www.ptt.cc/bbs/Gossiping/M.1611199497.A.22C.html
1/21,loloman,https://www.ptt.cc/bbs/Gossiping/M.1611199460.A.AC7.html
1/21,a27938686,https://www.ptt.cc/bbs/Gossiping/M.1611199415.A.5D5.html
1/21,ilovebunnies,https://www.ptt.cc/bbs/Gossiping/M.1611199409.A.C89.html
1/21,a111111,https://www.ptt.cc/bbs/Gossiping/M.1611199390.A.CB1.html
1/21,kobe089,https://www.ptt.cc/bbs/Gossiping/M.1611199309.A.EA4.html
1/21,MiLuDaiBoom,https://www.ptt.cc/bbs/Gossiping/M.1611199246.A.B69.html
1/21,Acalanatha,https://www.ptt.cc/bbs/Gossiping/M.1611199222.A.6E5.html
1/21,t00750,https://www.ptt.cc/bbs/Gossiping/M.1611199218.A.346.html
1/21,yeh67,https://www.ptt.cc/bbs/Gossiping/M.1611199199.A.2D4.html
1/21,pitalvlu,https://www.ptt.cc/bbs/Gossiping/M.1611199179.A.371.html
1/21,keyber,https://www.ptt.cc/bbs/Gossiping/M.1611199155.A.FCF.html
1/21,-,https://www.ptt.cc/bbs/Gossiping/M.1611199144.A.32D.html
1/21,Lineage097,https://www.ptt.cc/bbs/Gossiping/M.1611199125.A.D4C.html
1/21,moike22,https://www.ptt.cc/bbs/Gossiping/M.1611199125.A.34D.html
1/21,barber,https://www.ptt.cc/bbs/Gossiping/M.1611199115.A.823.html
1/21,seysem,https://www.ptt.cc/bbs/Gossiping/M.1611199109.A.C37.html
1/21,fhuocrkt,https://www.ptt.cc/bbs/Gossiping/M.1611199107.A.165.html
1/21,yoyodiy,https://www.ptt.cc/bbs/Gossiping/M.1611199004.A.5F1.html
1/21,Doica2445,https://www.ptt.cc/bbs/Gossiping/M.1611198985.A.527.html
1/21,SonAkali,https://www.ptt.cc/bbs/Gossiping/M.1611198897.A.4F8.html
1/21,qwerapple,https://www.ptt.cc/bbs/Gossiping/M.1611198869.A.FB9.html
1/21,minifat,https://www.ptt.cc/bbs/Gossiping/M.1611198823.A.FB6.html
1/21,fatslave,https://www.ptt.cc/bbs/Gossiping/M.1611198816.A.536.html
1/21,akumakei,https://www.ptt.cc/bbs/Gossiping/M.1611198765.A.F74.html
1/21,mayu0326,https://www.ptt.cc/bbs/Gossiping/M.1611198638.A.5EA.html
1/21,mcuronan,https://www.ptt.cc/bbs/Gossiping/M.1611198585.A.427.html
1/21,longtimens,https://www.ptt.cc/bbs/Gossiping/M.1611198531.A.69E.html
1/21,meblessme,https://www.ptt.cc/bbs/Gossiping/M.1611198511.A.B38.html
1/21,loopuntil,https://www.ptt.cc/bbs/Gossiping/M.1611198493.A.FAB.html
1/21,krit1009,https://www.ptt.cc/bbs/Gossiping/M.1611198487.A.F37.html
1/21,kinki999,https://www.ptt.cc/bbs/Gossiping/M.1611198471.A.484.html
1/21,xpsecret,https://www.ptt.cc/bbs/Gossiping/M.1611198454.A.0B4.html
1/21,cpz,https://www.ptt.cc/bbs/Gossiping/M.1611198395.A.566.html
1/21,Dimihaha,https://www.ptt.cc/bbs/Gossiping/M.1611198378.A.796.html
1/21,wchfh544,https://www.ptt.cc/bbs/Gossiping/M.1611198314.A.A42.html
1/21,timeaftime,https://www.ptt.cc/bbs/Gossiping/M.1611198304.A.164.html
1/21,diyaworld,https://www.ptt.cc/bbs/Gossiping/M.1611198235.A.BFD.html
1/21,abc12812,https://www.ptt.cc/bbs/Gossiping/M.1611198234.A.FB1.html
1/21,kk30180,https://www.ptt.cc/bbs/Gossiping/M.1611198169.A.F19.html
1/21,g318,https://www.ptt.cc/bbs/Gossiping/M.1611198051.A.4CF.html
1/21,seabox,https://www.ptt.cc/bbs/Gossiping/M.1611198044.A.D20.html
1/21,eejason,https://www.ptt.cc/bbs/Gossiping/M.1611197885.A.FB6.html
1/21,takashi01,https://www.ptt.cc/bbs/Gossiping/M.1611197791.A.AF5.html
1/21,yu1164,https://www.ptt.cc/bbs/Gossiping/M.1611197721.A.40B.html
1/21,Greatgenius,https://www.ptt.cc/bbs/Gossiping/M.1611197719.A.D13.html
1/21,sodistrues,https://www.ptt.cc/bbs/Gossiping/M.1611197718.A.057.html
1/21,missingkid,https://www.ptt.cc/bbs/Gossiping/M.1611197646.A.2B8.html
1/21,ssdog,https://www.ptt.cc/bbs/Gossiping/M.1611197531.A.DE2.html
1/21,dhccc,https://www.ptt.cc/bbs/Gossiping/M.1611197502.A.271.html
1/21,ppp123,https://www.ptt.cc/bbs/Gossiping/M.1611197486.A.C7B.html
1/21,sunyeah,https://www.ptt.cc/bbs/Gossiping/M.1611197444.A.AC6.html
1/21,FeiChinzz,https://www.ptt.cc/bbs/Gossiping/M.1611197419.A.BF4.html
1/21,Lucky0105,https://www.ptt.cc/bbs/Gossiping/M.1611197347.A.891.html
1/21,NightStick,https://www.ptt.cc/bbs/Gossiping/M.1611197219.A.118.html
1/21,NUMB43,https://www.ptt.cc/bbs/Gossiping/M.1611197218.A.663.html
1/21,GenYDad,https://www.ptt.cc/bbs/Gossiping/M.1611197149.A.C4A.html
1/21,pujipuji,https://www.ptt.cc/bbs/Gossiping/M.1611197147.A.968.html
1/21,ccyaztfe,https://www.ptt.cc/bbs/Gossiping/M.1611197037.A.430.html
1/21,alwang,https://www.ptt.cc/bbs/Gossiping/M.1611197015.A.B87.html
1/21,bul,https://www.ptt.cc/bbs/Gossiping/M.1611196974.A.8E7.html
1/21,comecomebro,https://www.ptt.cc/bbs/Gossiping/M.1611196959.A.F26.html
1/21,hugh509,https://www.ptt.cc/bbs/Gossiping/M.1611196942.A.978.html
1/21,sqe123456z,https://www.ptt.cc/bbs/Gossiping/M.1611196940.A.D0D.html
1/21,MacBookAir12,https://www.ptt.cc/bbs/Gossiping/M.1611196932.A.68D.html
1/21,yolin2012,https://www.ptt.cc/bbs/Gossiping/M.1611196917.A.3CA.html
1/21,CATpc,https://www.ptt.cc/bbs/Gossiping/M.1611196915.A.F9E.html
1/21,rxxken,https://www.ptt.cc/bbs/Gossiping/M.1611196897.A.3A8.html
1/21,powyo,https://www.ptt.cc/bbs/Gossiping/M.1611196873.A.352.html
1/21,aaaba,https://www.ptt.cc/bbs/Gossiping/M.1611196852.A.160.html
1/21,cfvcfv666,https://www.ptt.cc/bbs/Gossiping/M.1611196831.A.F6D.html
1/21,Sam0907,https://www.ptt.cc/bbs/Gossiping/M.1611196770.A.2E6.html
1/21,FUSION87,https://www.ptt.cc/bbs/Gossiping/M.1611196664.A.2B0.html
1/21,KingJames56,https://www.ptt.cc/bbs/Gossiping/M.1611196593.A.94B.html
1/21,csfgsj,https://www.ptt.cc/bbs/Gossiping/M.1611196548.A.A94.html
1/21,starlights,https://www.ptt.cc/bbs/Gossiping/M.1611196535.A.F04.html
1/21,photonic,https://www.ptt.cc/bbs/Gossiping/M.1611196492.A.DF2.html
1/21,ohohohya,https://www.ptt.cc/bbs/Gossiping/M.1611196490.A.DBD.html
1/21,became,https://www.ptt.cc/bbs/Gossiping/M.1611196484.A.AFA.html
1/21,abc12812,https://www.ptt.cc/bbs/Gossiping/M.1611196480.A.CAF.html
1/21,sinachao,https://www.ptt.cc/bbs/Gossiping/M.1611196455.A.85F.html
1/21,protect6090,https://www.ptt.cc/bbs/Gossiping/M.1611196431.A.447.html
1/21,ccyaztfe,https://www.ptt.cc/bbs/Gossiping/M.1611196416.A.FE9.html
1/21,vntlu,https://www.ptt.cc/bbs/Gossiping/M.1611196386.A.09B.html
1/21,filmystery,https://www.ptt.cc/bbs/Gossiping/M.1611196363.A.9BB.html
1/21,krit1009,https://www.ptt.cc/bbs/Gossiping/M.1611196313.A.35C.html
1/21,fraternity,https://www.ptt.cc/bbs/Gossiping/M.1611196286.A.8E4.html
1/21,avexgroup,https://www.ptt.cc/bbs/Gossiping/M.1611196280.A.C18.html
1/21,takase,https://www.ptt.cc/bbs/Gossiping/M.1611196203.A.506.html
1/21,cwh0105,https://www.ptt.cc/bbs/Gossiping/M.1611196169.A.518.html
1/21,kaitai,https://www.ptt.cc/bbs/Gossiping/M.1611196155.A.9CF.html
1/21,zz2895341,https://www.ptt.cc/bbs/Gossiping/M.1611196052.A.F0D.html
1/21,Gandalf,https://www.ptt.cc/bbs/Gossiping/M.1611196027.A.D3B.html
1/21,gerychen,https://www.ptt.cc/bbs/Gossiping/M.1611196016.A.ABF.html
1/21,rpg,https://www.ptt.cc/bbs/Gossiping/M.1611195988.A.CEF.html
1/21,johnny9667,https://www.ptt.cc/bbs/Gossiping/M.1611195911.A.5C4.html
1/21,MacBookAir12,https://www.ptt.cc/bbs/Gossiping/M.1611195811.A.B0B.html
1/21,ntlutw,https://www.ptt.cc/bbs/Gossiping/M.1611195799.A.F5A.html
1/21,defendor007,https://www.ptt.cc/bbs/Gossiping/M.1611195760.A.601.html
1/21,jungler,https://www.ptt.cc/bbs/Gossiping/M.1611195700.A.58F.html
1/21,bbob,https://www.ptt.cc/bbs/Gossiping/M.1611195542.A.3CF.html
1/21,gmooshan,https://www.ptt.cc/bbs/Gossiping/M.1611195540.A.39A.html
1/21,zero2742741,https://www.ptt.cc/bbs/Gossiping/M.1611195529.A.FCA.html
1/21,claymath,https://www.ptt.cc/bbs/Gossiping/M.1611195528.A.7FF.html
1/21,bebehome,https://www.ptt.cc/bbs/Gossiping/M.1611195406.A.9EB.html
1/21,Aliensoul,https://www.ptt.cc/bbs/Gossiping/M.1611195364.A.905.html
1/21,sivhd,https://www.ptt.cc/bbs/Gossiping/M.1611195327.A.EC9.html
1/21,yata4547,https://www.ptt.cc/bbs/Gossiping/M.1611195316.A.1E1.html
1/21,ritalgy,https://www.ptt.cc/bbs/Gossiping/M.1611195217.A.D8B.html
1/21,gogoto990,https://www.ptt.cc/bbs/Gossiping/M.1611195199.A.685.html
1/21,ryoma0915,https://www.ptt.cc/bbs/Gossiping/M.1611195196.A.8CD.html
1/21,ptgeorge2,https://www.ptt.cc/bbs/Gossiping/M.1611195192.A.0F4.html
1/21,Aqqqa,https://www.ptt.cc/bbs/Gossiping/M.1611195173.A.3BC.html
1/21,TsukimiyaAyu,https://www.ptt.cc/bbs/Gossiping/M.1611194987.A.E0E.html
1/21,Kurisu,https://www.ptt.cc/bbs/Gossiping/M.1611194975.A.9C5.html
1/21,weakerman,https://www.ptt.cc/bbs/Gossiping/M.1611194971.A.821.html
1/21,st9240208,https://www.ptt.cc/bbs/Gossiping/M.1611194944.A.902.html
1/21,GAP5566,https://www.ptt.cc/bbs/Gossiping/M.1611194921.A.BA3.html
1/21,graetfat,https://www.ptt.cc/bbs/Gossiping/M.1611194904.A.9B7.html
1/21,gjsjhang,https://www.ptt.cc/bbs/Gossiping/M.1611194845.A.21C.html
1/21,moriyako,https://www.ptt.cc/bbs/Gossiping/M.1611194834.A.AD1.html
1/21,tml7415,https://www.ptt.cc/bbs/Gossiping/M.1611194819.A.A9F.html
1/21,rocephin,https://www.ptt.cc/bbs/Gossiping/M.1611194787.A.2FE.html
1/21,-,https://www.ptt.cc/bbs/Gossiping/M.1611194751.A.5A4.html
1/21,protect6090,https://www.ptt.cc/bbs/Gossiping/M.1611194697.A.71B.html
1/21,leolin318,https://www.ptt.cc/bbs/Gossiping/M.1611194686.A.2F0.html
1/21,bul,https://www.ptt.cc/bbs/Gossiping/M.1611194678.A.C55.html
1/21,ptthateu,https://www.ptt.cc/bbs/Gossiping/M.1611194657.A.5FA.html
1/21,akumakei,https://www.ptt.cc/bbs/Gossiping/M.1611194631.A.711.html
1/21,dakkk,https://www.ptt.cc/bbs/Gossiping/M.1611194629.A.A87.html
1/21,new8gi,https://www.ptt.cc/bbs/Gossiping/M.1611194568.A.0DC.html
1/21,jk182325,https://www.ptt.cc/bbs/Gossiping/M.1611194564.A.2CE.html
1/21,henryhao,https://www.ptt.cc/bbs/Gossiping/M.1611194557.A.FDB.html
1/21,kapasky,https://www.ptt.cc/bbs/Gossiping/M.1611194538.A.F15.html
1/21,Nakata0911,https://www.ptt.cc/bbs/Gossiping/M.1611194526.A.FDB.html
1/21,waymayday,https://www.ptt.cc/bbs/Gossiping/M.1611194474.A.8AE.html
1/21,csfgsj,https://www.ptt.cc/bbs/Gossiping/M.1611194437.A.128.html
1/21,richshen,https://www.ptt.cc/bbs/Gossiping/M.1611194414.A.0CA.html
1/21,bbob,https://www.ptt.cc/bbs/Gossiping/M.1611194323.A.538.html
1/21,loveices,https://www.ptt.cc/bbs/Gossiping/M.1611194248.A.8F5.html
1/21,Lucky0105,https://www.ptt.cc/bbs/Gossiping/M.1611194224.A.293.html
1/21,ColdP,https://www.ptt.cc/bbs/Gossiping/M.1611194107.A.711.html
1/21,gyGirl,https://www.ptt.cc/bbs/Gossiping/M.1611194062.A.D70.html
1/21,csgod1325,https://www.ptt.cc/bbs/Gossiping/M.1611194062.A.F85.html
1/21,SakuraYui,https://www.ptt.cc/bbs/Gossiping/M.1611194051.A.8F6.html
1/21,ROC92,https://www.ptt.cc/bbs/Gossiping/M.1611194026.A.8B2.html
1/21,Acalanatha,https://www.ptt.cc/bbs/Gossiping/M.1611193949.A.773.html
1/21,mariomaurer,https://www.ptt.cc/bbs/Gossiping/M.1611193861.A.790.html
1/21,skizard,https://www.ptt.cc/bbs/Gossiping/M.1611193772.A.195.html
1/21,aynmeow,https://www.ptt.cc/bbs/Gossiping/M.1611193722.A.1AA.html
1/21,ccyaztfe,https://www.ptt.cc/bbs/Gossiping/M.1611193700.A.45C.html
1/21,jimmycrew,https://www.ptt.cc/bbs/Gossiping/M.1611193602.A.05C.html
1/21,milagro,https://www.ptt.cc/bbs/Gossiping/M.1611193555.A.12C.html
1/21,IJuBan,https://www.ptt.cc/bbs/Gossiping/M.1611193535.A.90B.html
1/21,cytotoxic,https://www.ptt.cc/bbs/Gossiping/M.1611193504.A.6BC.html
1/21,qsxwdc,https://www.ptt.cc/bbs/Gossiping/M.1611193480.A.1A8.html
1/21,moshenisshit,https://www.ptt.cc/bbs/Gossiping/M.1611193465.A.F35.html
1/21,benothing,https://www.ptt.cc/bbs/Gossiping/M.1611193409.A.83C.html
1/21,l42857,https://www.ptt.cc/bbs/Gossiping/M.1611193406.A.D8E.html
1/21,hank850503,https://www.ptt.cc/bbs/Gossiping/M.1611193318.A.073.html
1/21,aaaba,https://www.ptt.cc/bbs/Gossiping/M.1611193300.A.78E.html
1/21,ak47good,https://www.ptt.cc/bbs/Gossiping/M.1611193210.A.5AE.html
1/21,philhorn,https://www.ptt.cc/bbs/Gossiping/M.1611193208.A.AA1.html
1/21,aliypan,https://www.ptt.cc/bbs/Gossiping/M.1611193175.A.387.html
1/21,s58565254,https://www.ptt.cc/bbs/Gossiping/M.1611193153.A.C76.html
1/21,Mimmature,https://www.ptt.cc/bbs/Gossiping/M.1611193069.A.C3B.html
1/21,SapiensChang,https://www.ptt.cc/bbs/Gossiping/M.1611192955.A.530.html
1/21,a22298811,https://www.ptt.cc/bbs/Gossiping/M.1611192889.A.DD9.html
1/21,maplehao,https://www.ptt.cc/bbs/Gossiping/M.1611192881.A.0D3.html
1/21,aids893001,https://www.ptt.cc/bbs/Gossiping/M.1611192867.A.324.html
1/21,realtw,https://www.ptt.cc/bbs/Gossiping/M.1611192863.A.D0E.html
1/21,gyGirl,https://www.ptt.cc/bbs/Gossiping/M.1611192827.A.71B.html
1/21,louiswei1986,https://www.ptt.cc/bbs/Gossiping/M.1611192821.A.5D0.html
1/21,-,https://www.ptt.cc/bbs/Gossiping/M.1611192769.A.9A3.html
1/21,powyo,https://www.ptt.cc/bbs/Gossiping/M.1611192725.A.FCB.html
1/21,sun8,https://www.ptt.cc/bbs/Gossiping/M.1611192716.A.9B2.html
1/21,R101,https://www.ptt.cc/bbs/Gossiping/M.1611192699.A.5BA.html
1/21,Dinenger,https://www.ptt.cc/bbs/Gossiping/M.1611192697.A.9CD.html
1/21,TsukimiyaAyu,https://www.ptt.cc/bbs/Gossiping/M.1611192660.A.400.html
1/21,kingtama,https://www.ptt.cc/bbs/Gossiping/M.1611192642.A.54E.html
1/21,Luksury,https://www.ptt.cc/bbs/Gossiping/M.1611192580.A.91B.html
1/21,lpbrother,https://www.ptt.cc/bbs/Gossiping/M.1611192543.A.0ED.html
1/21,RRADA,https://www.ptt.cc/bbs/Gossiping/M.1611192528.A.325.html
1/21,b08297,https://www.ptt.cc/bbs/Gossiping/M.1611192524.A.B12.html
1/21,autokey,https://www.ptt.cc/bbs/Gossiping/M.1611192407.A.8C0.html
1/21,Aloee,https://www.ptt.cc/bbs/Gossiping/M.1611192395.A.49A.html
1/21,-,https://www.ptt.cc/bbs/Gossiping/M.1611192338.A.FFA.html
1/21,hamasakiayu,https://www.ptt.cc/bbs/Gossiping/M.1611192270.A.A1F.html
1/21,-,https://www.ptt.cc/bbs/Gossiping/M.1611192134.A.07C.html
1/21,dnzteeqrq,https://www.ptt.cc/bbs/Gossiping/M.1611192026.A.0BA.html
1/21,gk1329,https://www.ptt.cc/bbs/Gossiping/M.1611191879.A.566.html
1/21,catnuu,https://www.ptt.cc/bbs/Gossiping/M.1611191810.A.538.html
1/21,devidevi,https://www.ptt.cc/bbs/Gossiping/M.1611191799.A.70D.html
1/21,a741085,https://www.ptt.cc/bbs/Gossiping/M.1611191779.A.AEA.html
1/21,say29217074,https://www.ptt.cc/bbs/Gossiping/M.1611191708.A.B37.html
1/21,COCOCCC,https://www.ptt.cc/bbs/Gossiping/M.1611191610.A.E4E.html
1/21,Kimmy,https://www.ptt.cc/bbs/Gossiping/M.1611191573.A.B74.html
1/21,liveforhappy,https://www.ptt.cc/bbs/Gossiping/M.1611191540.A.A71.html
1/21,codayadai,https://www.ptt.cc/bbs/Gossiping/M.1611191536.A.9F3.html
1/21,Lineage097,https://www.ptt.cc/bbs/Gossiping/M.1611191520.A.0DA.html
1/21,iamflash,https://www.ptt.cc/bbs/Gossiping/M.1611191517.A.63C.html
1/21,LIONDOGs,https://www.ptt.cc/bbs/Gossiping/M.1611191510.A.129.html
1/21,-,https://www.ptt.cc/bbs/Gossiping/M.1611191452.A.77C.html
1/21,MacBookAir12,https://www.ptt.cc/bbs/Gossiping/M.1611191370.A.BB8.html
1/21,VVizZ,https://www.ptt.cc/bbs/Gossiping/M.1611191340.A.E54.html
1/21,cytotoxic,https://www.ptt.cc/bbs/Gossiping/M.1611191295.A.2A4.html
1/21,jones210272,https://www.ptt.cc/bbs/Gossiping/M.1611191201.A.02F.html
1/21,Anddyliu,https://www.ptt.cc/bbs/Gossiping/M.1611190937.A.009.html
1/21,BleedWang,https://www.ptt.cc/bbs/Gossiping/M.1611190936.A.53B.html
1/21,ghost90331,https://www.ptt.cc/bbs/Gossiping/M.1611190879.A.DC4.html
1/21,Birthday5566,https://www.ptt.cc/bbs/Gossiping/M.1611190859.A.5AC.html
1/21,awwwe,https://www.ptt.cc/bbs/Gossiping/M.1611190781.A.A0D.html
1/21,adsl15888,https://www.ptt.cc/bbs/Gossiping/M.1611190745.A.DC7.html
1/21,area41gold,https://www.ptt.cc/bbs/Gossiping/M.1611190727.A.121.html
1/21,gyGirl,https://www.ptt.cc/bbs/Gossiping/M.1611190687.A.068.html
1/21,ptt987654321,https://www.ptt.cc/bbs/Gossiping/M.1611190662.A.7EE.html
1/21,ufoking,https://www.ptt.cc/bbs/Gossiping/M.1611190645.A.3AD.html
1/21,TsukimiyaAyu,https://www.ptt.cc/bbs/Gossiping/M.1611190501.A.51F.html
1/21,xzcb2008,https://www.ptt.cc/bbs/Gossiping/M.1611190409.A.E44.html
1/21,wade8204,https://www.ptt.cc/bbs/Gossiping/M.1611190370.A.331.html
1/21,st797912,https://www.ptt.cc/bbs/Gossiping/M.1611190208.A.672.html
1/21,JRSmith,https://www.ptt.cc/bbs/Gossiping/M.1611189949.A.422.html
1/21,johnny9667,https://www.ptt.cc/bbs/Gossiping/M.1611189911.A.A91.html
1/21,VVizZ,https://www.ptt.cc/bbs/Gossiping/M.1611189849.A.B8E.html
1/21,sun8,https://www.ptt.cc/bbs/Gossiping/M.1611189832.A.653.html
1/21,lpbrother,https://www.ptt.cc/bbs/Gossiping/M.1611189831.A.ABA.html
1/21,guanrulee,https://www.ptt.cc/bbs/Gossiping/M.1611189796.A.E93.html
1/21,spiral0857,https://www.ptt.cc/bbs/Gossiping/M.1611189794.A.A78.html
1/21,bul,https://www.ptt.cc/bbs/Gossiping/M.1611189770.A.1FD.html
1/21,arsonlolita,https://www.ptt.cc/bbs/Gossiping/M.1611189745.A.6A1.html
1/21,popy8789,https://www.ptt.cc/bbs/Gossiping/M.1611189673.A.C5B.html
1/21,qq0101889,https://www.ptt.cc/bbs/Gossiping/M.1611189529.A.BB8.html
1/21,oz5566,https://www.ptt.cc/bbs/Gossiping/M.1611189347.A.87F.html
1/21,whj0530,https://www.ptt.cc/bbs/Gossiping/M.1611189299.A.406.html
1/21,voohong,https://www.ptt.cc/bbs/Gossiping/M.1611189290.A.E59.html
1/21,RyanGasoline,https://www.ptt.cc/bbs/Gossiping/M.1611189271.A.67A.html
1/21,strike519,https://www.ptt.cc/bbs/Gossiping/M.1611189211.A.E78.html
1/21,f71009,https://www.ptt.cc/bbs/Gossiping/M.1611189127.A.C6F.html
1/21,tw689,https://www.ptt.cc/bbs/Gossiping/M.1611189115.A.328.html
1/21,GA389434,https://www.ptt.cc/bbs/Gossiping/M.1611188985.A.16F.html
1/21,kinki999,https://www.ptt.cc/bbs/Gossiping/M.1611188936.A.572.html
1/21,arkkgmcc567,https://www.ptt.cc/bbs/Gossiping/M.1611188889.A.04E.html
1/21,bebehome,https://www.ptt.cc/bbs/Gossiping/M.1611188865.A.090.html
1/21,Mesenne,https://www.ptt.cc/bbs/Gossiping/M.1611188723.A.27D.html
1/21,foreverthink,https://www.ptt.cc/bbs/Gossiping/M.1611188683.A.F81.html
1/21,became,https://www.ptt.cc/bbs/Gossiping/M.1611188657.A.A1C.html
1/21,dahlia7357,https://www.ptt.cc/bbs/Gossiping/M.1611188644.A.7C9.html
1/21,Morrislakbay,https://www.ptt.cc/bbs/Gossiping/M.1611188579.A.CF0.html
1/21,brazil,https://www.ptt.cc/bbs/Gossiping/M.1611188571.A.A4B.html
1/21,hmt17,https://www.ptt.cc/bbs/Gossiping/M.1611188507.A.024.html
1/21,sakeya,https://www.ptt.cc/bbs/Gossiping/M.1611188458.A.534.html
1/21,abc60575986,https://www.ptt.cc/bbs/Gossiping/M.1611188442.A.C3F.html
1/21,poeta,https://www.ptt.cc/bbs/Gossiping/M.1611188429.A.1DC.html
1/21,intrepid123,https://www.ptt.cc/bbs/Gossiping/M.1611188410.A.411.html
1/21,gvmlve,https://www.ptt.cc/bbs/Gossiping/M.1611188310.A.7A0.html
1/21,danny0830,https://www.ptt.cc/bbs/Gossiping/M.1611188222.A.02E.html
1/21,sodistrues,https://www.ptt.cc/bbs/Gossiping/M.1611188154.A.A15.html
1/21,leon131417,https://www.ptt.cc/bbs/Gossiping/M.1611188148.A.B29.html
1/21,chiyu0412,https://www.ptt.cc/bbs/Gossiping/M.1611188093.A.E1F.html
1/21,GTOyoko5566,https://www.ptt.cc/bbs/Gossiping/M.1611188073.A.98A.html
1/21,undernoodle,https://www.ptt.cc/bbs/Gossiping/M.1611188056.A.F07.html
1/21,adsl15888,https://www.ptt.cc/bbs/Gossiping/M.1611188023.A.1F9.html
1/21,lf719000,https://www.ptt.cc/bbs/Gossiping/M.1611187969.A.440.html
1/21,hugh509,https://www.ptt.cc/bbs/Gossiping/M.1611187927.A.36C.html
1/21,yata4547,https://www.ptt.cc/bbs/Gossiping/M.1611187914.A.95E.html
1/21,vigorhsieh,https://www.ptt.cc/bbs/Gossiping/M.1611187699.A.97B.html
1/21,Jefferay,https://www.ptt.cc/bbs/Gossiping/M.1611187666.A.9D3.html
1/21,Dinenger,https://www.ptt.cc/bbs/Gossiping/M.1611187502.A.FC1.html
